face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces_fairface_bal_gen_ddpm_ep=206/3259_face0.jpg,White,White,Female,30-39,"[9.8933274e-01 7.6230517e-06 1.0433330e-03 6.0860981e-05 7.6755350e-05
 3.2554344e-05 9.4461208e-03]",[0.9926146  0.0013843  0.0046073  0.00139379],[0.17031692 0.82968307],"[5.2942215e-07 9.2118125e-06 1.7346068e-03 2.9422653e-01 5.9103566e-01
 1.0868840e-01 4.1267476e-03 1.6496929e-04 1.3352740e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2332_face0.jpg,White,White,Female,50-59,"[0.44289064 0.0007861  0.15553749 0.20057824 0.11723653 0.0044035
 0.07856753]",[0.52410924 0.00200854 0.47238442 0.00149776],[0.02484912 0.9751509 ],"[4.2222368e-06 4.1462499e-05 5.5117271e-04 4.5111957e-03 4.0035281e-02
 2.4404956e-01 5.2063239e-01 1.7906417e-01 1.1110549e-02]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3398_face0.jpg,White,Asian,Male,40-49,"[9.2239094e-01 5.6717702e-04 1.6742468e-02 7.1886629e-03 1.4436859e-02
 3.2474126e-03 3.5426490e-02]",[0.15070681 0.0009265  0.8238326  0.02453414],[9.999729e-01 2.714142e-05],"[3.5284100e-07 6.1554346e-07 1.1561685e-04 2.4706937e-02 4.3565208e-01
 4.6662059e-01 7.0120789e-02 2.7252580e-03 5.7729252e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1581_face0.jpg,White,White,Male,3-9,"[7.5918210e-01 1.2002593e-03 5.6272051e-03 1.9806911e-01 2.3159465e-02
 7.1402668e-04 1.2047962e-02]",[9.4906068e-01 5.0444556e-03 4.5826320e-02 6.8557107e-05],[0.7504325 0.2495675],"[0.30940005 0.6093005  0.0263551  0.01558126 0.01691055 0.01187656
 0.00554937 0.00285084 0.00217574]"
detected_faces_fairface_bal_gen_ddpm_ep=206/492_face0.jpg,White,White,Male,30-39,"[9.7386259e-01 6.1756378e-05 2.2343844e-03 4.1159301e-04 1.8506790e-04
 6.0942094e-04 2.2635279e-02]",[9.9690509e-01 1.5842964e-04 2.5251787e-04 2.6839504e-03],[0.72969747 0.27030256],"[3.7572303e-07 5.9905196e-06 2.8311159e-03 2.0121504e-01 4.6775576e-01
 2.5385824e-01 7.0894867e-02 3.2960544e-03 1.4248163e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1307_face0.jpg,White,White,Male,30-39,"[9.7505289e-01 1.5753997e-06 1.2210314e-04 8.1229045e-06 9.0192425e-06
 2.2437478e-05 2.4783881e-02]",[9.89463031e-01 9.44579551e-06 1.04263527e-02 1.01153404e-04],[0.9810103 0.0189897],"[4.9511226e-07 2.5095080e-06 1.0414391e-03 1.4960185e-01 4.4693828e-01
 3.4680003e-01 5.3984236e-02 1.5660683e-03 6.5108608e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4334_face0.jpg,Indian,Indian,Female,20-29,"[7.1454041e-02 2.9588195e-02 4.0142119e-01 1.5076446e-04 1.3218649e-03
 4.4761527e-01 4.8448641e-02]",[0.19318785 0.03680877 0.00102897 0.7689744 ],[0.00336368 0.99663633],"[4.1908856e-07 1.7532080e-03 2.3290375e-01 7.0232350e-01 6.2051170e-02
 9.5896219e-04 8.6281379e-06 3.4145990e-07 1.3444719e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2849_face0.jpg,East Asian,Asian,Male,30-39,"[0.08981764 0.000567   0.28458923 0.35165417 0.22940072 0.02072498
 0.02324624]",[0.3241471 0.001959  0.597152  0.0767419],[9.994254e-01 5.745915e-04],"[3.1674517e-05 5.4449675e-04 1.5841966e-02 1.8202177e-01 5.2979088e-01
 2.5302908e-01 1.7798411e-02 9.3285175e-04 8.8879142e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1255_face0.jpg,White,White,Female,20-29,"[0.63558376 0.05075018 0.10615235 0.06979242 0.0967235  0.00389101
 0.03710685]",[5.7974505e-01 1.7332325e-03 4.1815537e-01 3.6623105e-04],[0.03151695 0.9684831 ],"[1.7271347e-04 1.9794788e-02 3.7135836e-01 5.3799129e-01 6.6858001e-02
 3.7040119e-03 1.0321792e-04 1.4943778e-05 2.6817449e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2540_face0.jpg,White,Asian,Female,20-29,"[6.6908622e-01 4.8551141e-05 8.7460531e-03 1.9802867e-01 8.3313078e-02
 5.6456606e-04 4.0212832e-02]",[0.4527165  0.00527743 0.5292361  0.01276997],[0.07385626 0.92614377],"[4.7268823e-04 2.4205536e-02 4.1379574e-01 4.6494380e-01 8.2859717e-02
 1.1933333e-02 1.2511115e-03 4.4774674e-04 9.0348403e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3523_face0.jpg,Black,Black,Male,10-19,"[0.0335475  0.6271769  0.23556207 0.00192705 0.01526858 0.08032571
 0.00619228]",[0.05143337 0.80695003 0.04645925 0.09515733],[0.8665261  0.13347381],"[3.4645029e-05 2.9362030e-02 7.0404702e-01 2.3699625e-01 2.7249521e-02
 2.2042554e-03 9.5245581e-05 9.8922637e-06 1.2631460e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/859_face0.jpg,Indian,White,Female,30-39,"[0.03166286 0.06078732 0.09396516 0.00722018 0.04205836 0.70662564
 0.05768051]",[0.65409803 0.13367726 0.04536843 0.16685627],[0.3389006 0.6610994],"[0.00050329 0.00951898 0.09643439 0.24657449 0.39551416 0.1957748
 0.04265856 0.01103963 0.00198177]"
detected_faces_fairface_bal_gen_ddpm_ep=206/484_face0.jpg,Black,Black,Male,20-29,"[4.1576549e-02 7.2615260e-01 2.0920366e-01 3.2317918e-04 2.6358257e-03
 6.5887501e-03 1.3519323e-02]",[5.3934581e-03 9.9190289e-01 3.8001800e-04 2.3236405e-03],[0.83930284 0.1606972 ],"[1.0005031e-05 1.6914301e-03 2.7383870e-01 6.2664133e-01 9.3792588e-02
 3.9262278e-03 9.3608534e-05 5.5621554e-06 5.5350176e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1624_face0.jpg,Indian,Indian,Male,10-19,"[4.3597189e-03 1.4273265e-02 5.1157437e-02 3.5153562e-04 1.4491478e-03
 8.9006758e-01 3.8341258e-02]",[0.00525744 0.07264184 0.01096182 0.91113895],[0.9810002  0.01899981],"[1.38820296e-05 9.72797535e-03 4.98610795e-01 3.67068470e-01
 1.10096134e-01 1.39884995e-02 4.76450397e-04 1.71264765e-05
 7.81322626e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2834_face0.jpg,White,Asian,Male,20-29,"[0.2370435  0.00475277 0.1987344  0.19543204 0.11878556 0.04705892
 0.19819279]",[0.01614769 0.00192665 0.9439157  0.03800993],[0.9714017  0.02859825],"[9.4964074e-05 4.4141994e-03 6.7069039e-02 6.2493920e-01 2.7398613e-01
 2.8160425e-02 1.1275354e-03 1.9472119e-04 1.3749817e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/955_face0.jpg,Indian,Indian,Female,20-29,"[0.02688896 0.00287667 0.07813339 0.00312086 0.00806742 0.8119353
 0.06897743]",[0.04904724 0.00445108 0.00941036 0.9370913 ],[0.29293343 0.7070666 ],"[7.4352320e-06 4.0762653e-03 2.1556941e-01 6.7168272e-01 1.0296677e-01
 5.4567503e-03 2.0885564e-04 2.9559391e-05 2.2017691e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1793_face0.jpg,East Asian,Asian,Male,10-19,"[0.13357869 0.00071306 0.17468922 0.39005113 0.28585476 0.00153396
 0.01357919]",[1.6166704e-02 8.9069974e-04 9.8266721e-01 2.7538845e-04],[0.9956148  0.00438522],"[7.2256385e-05 1.6005976e-01 7.6375127e-01 6.7681342e-02 7.6905629e-03
 6.9991610e-04 3.4709472e-05 9.0167723e-06 1.0882057e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1191_face0.jpg,White,White,Female,10-19,"[0.62743795 0.00117429 0.22095142 0.00197726 0.00844654 0.03939653
 0.100616  ]",[0.90307397 0.00323792 0.03292905 0.06075915],[0.01542907 0.9845709 ],"[1.7503677e-04 1.1853869e-01 6.0470748e-01 2.1214361e-01 5.1691122e-02
 1.1173435e-02 1.2437542e-03 2.5665795e-04 7.0235670e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3858_face0.jpg,White,White,Female,20-29,"[9.9836361e-01 2.6802063e-06 3.1212898e-04 1.3673092e-06 2.7998715e-06
 7.3116717e-06 1.3100596e-03]",[9.9754882e-01 1.9613351e-03 1.4126064e-04 3.4854049e-04],[0.00223544 0.9977645 ],"[9.3007920e-06 3.6321799e-03 9.4250888e-02 4.9657941e-01 3.5761461e-01
 4.6463840e-02 1.4269929e-03 2.2070903e-05 7.0712071e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1736_face0.jpg,White,White,Female,60-69,"[9.8213434e-01 1.8590415e-03 4.6808422e-03 3.2354251e-03 2.6727016e-03
 8.6831441e-04 4.5492747e-03]",[0.90330493 0.00953091 0.08379837 0.00336578],[0.04492137 0.95507866],"[5.7855999e-05 2.0961621e-04 5.0942932e-04 1.1273160e-03 5.0940174e-03
 3.5626911e-02 3.8684559e-01 4.8881325e-01 8.1716053e-02]"
detected_faces_fairface_bal_gen_ddpm_ep=206/573_face0.jpg,Southeast Asian,Asian,Male,3-9,"[0.203639   0.00106096 0.12080594 0.09214282 0.32911703 0.11561423
 0.13762005]",[0.27444008 0.0081842  0.5869076  0.1304681 ],[0.9956597  0.00434032],"[1.6221573e-03 6.3516098e-01 3.5155210e-01 3.3013315e-03 2.7248801e-03
 4.7667874e-03 7.1777316e-04 1.4045731e-04 1.3574865e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3823_face0.jpg,Middle Eastern,White,Female,10-19,"[9.4395988e-02 1.3780569e-03 7.3907614e-02 4.5193880e-04 1.0014457e-03
 4.0474281e-02 7.8839064e-01]",[0.59957576 0.00516473 0.00515854 0.39010096],[0.27245748 0.7275426 ],"[2.2417495e-04 8.7092482e-02 8.1967527e-01 7.3973708e-02 1.5721997e-02
 3.0715605e-03 1.8658757e-04 4.7839381e-05 6.3411517e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/407_face0.jpg,Middle Eastern,White,Female,20-29,"[3.34845334e-01 5.33535320e-04 8.57468098e-02 1.20871305e-03
 2.01984332e-03 1.24666095e-02 5.63179135e-01]",[0.66496485 0.00635339 0.03403993 0.29464182],[0.00146474 0.9985353 ],"[6.8875022e-07 4.3677085e-04 9.5411777e-02 8.0387807e-01 9.8390929e-02
 1.8612829e-03 1.9802135e-05 7.2664290e-07 3.2510268e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3957_face0.jpg,Indian,Indian,Male,40-49,"[0.00525001 0.01954811 0.11514763 0.00123999 0.01145802 0.8177718
 0.02958447]",[0.0032663  0.01226542 0.01942931 0.965039  ],[0.993564   0.00643598],"[2.8102157e-05 8.8678615e-05 2.2369721e-03 2.1957071e-02 1.2693667e-01
 4.9483609e-01 3.1127417e-01 4.1318543e-02 1.3236405e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2532_face0.jpg,White,Asian,Male,30-39,"[0.89851546 0.00857947 0.01581214 0.01437948 0.00528792 0.001661
 0.05576467]",[2.3333114e-01 1.6582372e-03 7.6447463e-01 5.3600688e-04],[0.9261296 0.0738704],"[1.4459112e-04 8.8576868e-04 1.9510804e-02 3.9904398e-01 4.7228605e-01
 9.8658055e-02 8.2901642e-03 1.0071910e-03 1.7337040e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/741_face0.jpg,Latino_Hispanic,White,Female,3-9,"[0.10474118 0.00500892 0.7480382  0.0011944  0.00651347 0.05423933
 0.08026458]",[0.56343555 0.03588453 0.0082528  0.39242715],[0.01069803 0.989302  ],"[5.9614296e-04 7.7164125e-01 2.1972822e-01 6.8197954e-03 1.0931906e-03
 1.1595187e-04 4.7224025e-06 6.7408627e-07 5.4451046e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/642_face0.jpg,White,Asian,Male,50-59,"[5.9252584e-01 3.4982199e-04 3.7576668e-03 2.7542570e-01 8.5554376e-02
 2.3528308e-04 4.2151339e-02]",[0.4267433  0.01325386 0.55854523 0.00145765],[0.9345471  0.06545283],"[0.00686903 0.0110029  0.0036041  0.0070058  0.04325978 0.2067996
 0.38533446 0.24565417 0.09047018]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2805_face0.jpg,White,White,Male,10-19,"[0.80540574 0.00463395 0.14614187 0.0083329  0.00773124 0.00257246
 0.02518179]",[0.7223598  0.03207939 0.24160749 0.00395331],[0.6037497 0.3962503],"[6.2327877e-06 8.2562240e-03 6.1593956e-01 3.3678016e-01 3.7705895e-02
 1.2922463e-03 1.8423918e-05 1.2007631e-06 1.1091743e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3160_face0.jpg,Latino_Hispanic,White,Male,3-9,"[0.33054584 0.00802041 0.41882035 0.04991753 0.13829994 0.03843199
 0.01596391]",[0.8665607  0.03240754 0.08872562 0.01230606],[0.7299042  0.27009585],"[4.9690325e-03 8.3847296e-01 1.5463383e-01 7.5315958e-04 5.6036504e-04
 3.7112259e-04 1.4139095e-04 6.1851388e-05 3.6318972e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1637_face0.jpg,White,White,Female,3-9,"[0.8159054  0.00886275 0.10111883 0.00630923 0.0035278  0.01031495
 0.05396104]",[0.9239128  0.01401005 0.02024657 0.04183051],[0.33933383 0.66066617],"[2.1130139e-01 7.8071988e-01 5.2558938e-03 1.2346156e-03 7.9135742e-04
 3.8160977e-04 1.9958451e-04 7.2859562e-05 4.2822405e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1971_face0.jpg,Latino_Hispanic,Indian,Female,10-19,"[0.2568315  0.02294942 0.5511743  0.01091622 0.02101929 0.06997501
 0.06713422]",[0.31811342 0.20883627 0.03339804 0.43965223],[0.28625384 0.71374613],"[8.5357096e-05 5.4868031e-02 5.8119780e-01 2.7761522e-01 7.5249285e-02
 1.0334453e-02 5.4459670e-04 9.3676281e-05 1.1595868e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1612_face0.jpg,Indian,Indian,Female,10-19,"[0.00871122 0.03415243 0.20344163 0.01769851 0.13335948 0.5948455
 0.00779124]",[0.0086009  0.20247525 0.13033848 0.6585854 ],[0.32853997 0.6714601 ],"[4.4954498e-03 3.0363828e-01 3.8139823e-01 1.4899836e-01 1.1972953e-01
 3.5638951e-02 5.2939020e-03 7.5420970e-04 5.3147221e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2409_face0.jpg,White,White,Male,3-9,"[0.7435236  0.0402325  0.02665389 0.09441479 0.07282357 0.00287683
 0.01947478]",[0.64702624 0.03526412 0.3118642  0.00584543],[0.66724837 0.33275163],"[3.3363055e-02 7.7159625e-01 1.5675141e-01 2.6923994e-02 7.7371760e-03
 2.7024185e-03 5.7006447e-04 1.9725127e-04 1.5843501e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2038_face0.jpg,Middle Eastern,White,Male,50-59,"[3.7867880e-01 5.7283443e-05 1.4756274e-02 2.4282085e-03 4.5839880e-04
 9.1499620e-04 6.0270607e-01]",[9.9160522e-01 3.7178404e-05 6.3502020e-03 2.0073908e-03],[9.9997562e-01 2.4338358e-05],"[4.7603894e-06 1.3928536e-06 2.4203926e-05 1.6652630e-04 4.7310912e-03
 1.0066701e-01 5.5533803e-01 3.3041027e-01 8.6567784e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2043_face0.jpg,White,White,Male,40-49,"[9.6144152e-01 9.2855680e-06 1.6260210e-03 1.7906536e-06 3.2267351e-06
 1.4839637e-04 3.6769789e-02]",[9.9328035e-01 9.3737763e-04 1.2209966e-04 5.6602675e-03],[0.9665782  0.03342185],"[6.1958832e-07 1.5362640e-06 2.9600816e-04 2.8249849e-02 2.8866988e-01
 5.1385665e-01 1.5974754e-01 8.6104497e-03 5.6746107e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/404_face0.jpg,Latino_Hispanic,Black,Female,20-29,"[0.09472975 0.06006748 0.7286336  0.00327704 0.01464959 0.07421543
 0.02442711]",[0.2950199  0.43783933 0.01573797 0.2514028 ],[4.647025e-04 9.995353e-01],"[8.0433608e-07 1.9110928e-03 1.5569997e-01 7.6917213e-01 7.1621381e-02
 1.5729212e-03 2.1076039e-05 5.8774020e-07 1.8049800e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/830_face0.jpg,Middle Eastern,White,Male,20-29,"[0.27590722 0.00254762 0.1155039  0.04446169 0.03089707 0.02865165
 0.5020308 ]",[0.61445886 0.07293075 0.0663138  0.2462966 ],[0.97934335 0.0206566 ],"[1.6788515e-05 2.5315236e-03 8.8811077e-02 6.9190967e-01 2.0419487e-01
 1.2108966e-02 3.8585367e-04 3.8343682e-05 2.9295272e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/825_face0.jpg,Black,Black,Female,20-29,"[0.01474238 0.7306817  0.17666037 0.00663095 0.03008629 0.03939405
 0.00180431]",[0.01036001 0.96549624 0.0057906  0.01835313],[6.626087e-04 9.993374e-01],"[4.9684472e-06 1.2896179e-03 3.9092395e-02 6.1460936e-01 3.1365994e-01
 3.0146427e-02 1.1577707e-03 3.8276328e-05 1.1400651e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/594_face0.jpg,White,White,Male,30-39,"[6.4200991e-01 1.0758884e-04 1.6952131e-02 9.7556265e-05 8.6357693e-05
 4.6640020e-03 3.3608243e-01]",[9.8385829e-01 2.4480987e-04 1.1841360e-03 1.4712867e-02],[0.9868935  0.01310652],"[1.9302081e-06 1.6325987e-05 3.0514069e-03 1.0670760e-01 4.1574267e-01
 4.0530348e-01 6.5870591e-02 3.1268590e-03 1.7906853e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2167_face0.jpg,East Asian,Asian,Male,10-19,"[4.1651394e-02 4.2907521e-04 1.1243364e-02 8.2218605e-01 1.2277120e-01
 1.8142468e-04 1.5375655e-03]",[2.0408463e-02 2.0089920e-04 9.7937179e-01 1.8927167e-05],[0.69822794 0.30177203],"[1.1091665e-05 6.5889414e-03 6.3647205e-01 3.4526408e-01 1.1298829e-02
 3.5794775e-04 5.7849834e-06 1.1682571e-06 1.2983878e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1433_face0.jpg,White,White,Male,40-49,"[7.8034151e-01 1.2076699e-04 9.3077086e-02 1.0566629e-03 9.0862787e-04
 8.6566238e-03 1.1583882e-01]",[0.9754407  0.00233285 0.00382046 0.018406  ],[0.997881   0.00211901],"[7.2395039e-04 1.3083570e-03 7.3131463e-03 9.9337045e-03 1.3803524e-01
 5.3246927e-01 2.9131049e-01 1.8575577e-02 3.3021986e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1201_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.30567756 0.01794786 0.44677323 0.00819819 0.03750196 0.03825656
 0.14564458]",[0.8715994  0.00451806 0.01246746 0.11141512],[0.69719577 0.30280426],"[1.8377004e-06 6.0021284e-05 1.7666960e-02 4.9824154e-01 4.2956433e-01
 5.1528059e-02 2.8079695e-03 1.2435109e-04 4.9580594e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3353_face0.jpg,Southeast Asian,Asian,Male,30-39,"[0.01772732 0.00056575 0.07057547 0.4423241  0.44666752 0.01901743
 0.00312247]",[0.00676637 0.00161085 0.9185296  0.07309314],[9.9911946e-01 8.8055007e-04],"[2.6877431e-06 5.9954698e-05 3.8122949e-03 1.9479991e-01 6.1169153e-01
 1.8155476e-01 7.8317216e-03 2.4303338e-04 4.0364580e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3141_face0.jpg,White,Asian,Female,20-29,"[6.21475697e-01 2.12178900e-04 1.16190284e-01 3.64388488e-02
 4.21255901e-02 4.52979561e-03 1.79027542e-01]",[3.5301706e-01 5.2987697e-04 6.4118481e-01 5.2682087e-03],[0.00284159 0.9971584 ],"[1.6477816e-06 2.7520186e-04 4.9471967e-02 5.9067327e-01 3.2295626e-01
 3.5357147e-02 1.2076529e-03 5.4929256e-05 1.9453812e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2662_face0.jpg,White,White,Female,20-29,"[5.2354890e-01 1.5554982e-04 3.4190285e-01 8.9850146e-03 9.0999939e-03
 6.1216328e-02 5.5091377e-02]",[5.2769500e-01 2.9098248e-04 4.6603065e-02 4.2541096e-01],[0.3335224 0.6664776],"[2.27696437e-05 1.34468880e-02 3.22816253e-01 5.21257222e-01
 1.34010106e-01 8.33615381e-03 1.04488245e-04 5.80686219e-06
 3.18523632e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3722_face0.jpg,Black,Black,Male,20-29,"[3.3441368e-03 9.5268750e-01 1.9691922e-02 4.1660297e-04 1.7610766e-03
 1.9699790e-02 2.3990273e-03]",[7.3956267e-04 9.9381977e-01 2.0820310e-03 3.3586652e-03],[0.8213238  0.17867617],"[7.8217272e-06 7.2019064e-04 6.1558332e-02 5.7522488e-01 3.3550000e-01
 2.6414309e-02 5.5553479e-04 1.7786457e-05 1.2096981e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/370_face0.jpg,East Asian,Asian,Male,40-49,"[4.1106669e-03 4.8957649e-04 1.8556058e-01 6.0475737e-01 2.0038351e-01
 2.3540508e-03 2.3443662e-03]",[2.8414312e-03 1.6193950e-04 9.9545711e-01 1.5395415e-03],[9.9948806e-01 5.1197427e-04],"[2.5141651e-05 1.6816074e-04 3.7061176e-03 5.2804660e-02 3.8400891e-01
 4.6908778e-01 8.3515719e-02 6.6137915e-03 6.9755944e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1387_face0.jpg,White,White,Male,20-29,"[0.28457788 0.00087119 0.09045986 0.20427087 0.15611883 0.05313969
 0.21056172]",[0.4635853  0.00237891 0.4199053  0.11413056],[0.9190314 0.0809686],"[2.7106753e-05 2.0652025e-03 2.4675842e-01 6.5791696e-01 8.7959342e-02
 5.0770435e-03 1.7148703e-04 2.2827056e-05 1.6135800e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3263_face0.jpg,White,White,Male,30-39,"[9.9898422e-01 1.0261672e-05 2.4606352e-04 5.1948606e-05 3.9207796e-05
 5.0852996e-06 6.6329393e-04]",[9.9971390e-01 1.1623208e-05 2.7296174e-04 1.4896522e-06],[0.6739249 0.3260751],"[0.01977252 0.07940443 0.23670605 0.14513958 0.32927778 0.15945391
 0.02682633 0.00281749 0.00060189]"
detected_faces_fairface_bal_gen_ddpm_ep=206/446_face0.jpg,Latino_Hispanic,Asian,Male,10-19,"[0.09364596 0.10888368 0.4724911  0.02202278 0.23402697 0.04694825
 0.02198128]",[0.06711624 0.22882313 0.68939525 0.01466542],[0.59211034 0.4078897 ],"[1.5963089e-05 1.7827008e-02 6.4475572e-01 3.2597163e-01 1.1102784e-02
 3.2019115e-04 5.7916081e-06 7.9615404e-07 1.0581536e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/711_face0.jpg,White,White,Male,20-29,"[9.2338079e-01 9.1407675e-04 3.3911206e-02 9.4986102e-04 1.3414917e-03
 6.3444865e-03 3.3158138e-02]",[9.9437863e-01 1.6363136e-03 9.5391541e-04 3.0311628e-03],[0.9786313  0.02136869],"[2.3006003e-06 5.1704723e-05 1.5382201e-02 5.1845735e-01 4.0479058e-01
 5.6800466e-02 4.2223260e-03 2.6232147e-04 3.0741234e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2393_face0.jpg,East Asian,Asian,Male,20-29,"[0.07824247 0.00458989 0.06725509 0.6798992  0.16049704 0.00138092
 0.00813545]",[0.13756867 0.02068492 0.8405608  0.00118562],[0.9584107  0.04158935],"[1.5740852e-05 1.6575240e-03 6.4501375e-02 5.6173682e-01 3.1218451e-01
 5.6463949e-02 3.2118966e-03 2.1489062e-04 1.3289454e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3914_face0.jpg,Southeast Asian,Asian,Female,20-29,"[1.5520446e-04 8.6628168e-04 1.8130986e-03 3.9002806e-01 6.0512722e-01
 1.9764113e-03 3.3681878e-05]",[5.2287218e-05 5.1571889e-04 9.9893171e-01 5.0033478e-04],[0.05023298 0.949767  ],"[1.4729021e-06 1.1823607e-03 2.3484652e-01 7.2689724e-01 3.6156401e-02
 9.0474990e-04 1.0214955e-05 8.8341972e-07 5.7167060e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/924_face0.jpg,White,White,Female,30-39,"[0.69657475 0.006097   0.23584403 0.01557396 0.02085453 0.00243769
 0.02261808]",[0.7902008  0.01527486 0.18764752 0.00687688],[0.05478251 0.9452175 ],"[2.1912299e-06 2.2608918e-05 2.4806361e-03 6.5522060e-02 4.4722265e-01
 4.1186911e-01 6.9541022e-02 3.2970915e-03 4.2607666e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1261_face0.jpg,East Asian,Asian,Male,3-9,"[1.0195596e-03 7.8011326e-06 2.9910536e-04 9.6434790e-01 3.4141786e-02
 1.4667821e-04 3.7167545e-05]",[8.6675398e-04 1.0184163e-04 9.9850804e-01 5.2336097e-04],[0.64823425 0.35176572],"[2.99148053e-01 6.94487631e-01 5.54517983e-03 4.08659020e-04
 2.24981311e-04 1.16419535e-04 3.46261986e-05 2.70953133e-05
 7.29744670e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1101_face0.jpg,Latino_Hispanic,White,Male,40-49,"[9.60854664e-02 4.78622727e-02 8.03306282e-01 1.67248189e-04
 2.90905987e-03 1.08041065e-02 3.88656445e-02]",[0.7059905  0.2542859  0.01869202 0.02103161],[0.50858295 0.4914171 ],"[4.19863727e-06 5.69314907e-05 3.48877721e-03 2.27501616e-02
 3.00674558e-01 5.51777244e-01 1.16410404e-01 4.77205031e-03
 6.56771081e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1333_face0.jpg,Black,Black,Female,20-29,"[0.04668374 0.7944606  0.0953192  0.01028717 0.02458029 0.02095283
 0.0077161 ]",[0.0054127  0.98459184 0.00266571 0.00732978],[0.01988621 0.9801138 ],"[4.6090503e-05 3.0085645e-03 1.8829526e-01 6.1894256e-01 1.7304027e-01
 1.5703231e-02 9.0449915e-04 5.4487355e-05 5.0073677e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1586_face0.jpg,Indian,Indian,Male,30-39,"[0.07915144 0.15309456 0.06883771 0.00198273 0.0108379  0.40236136
 0.28373426]",[0.4288745  0.13505667 0.0035198  0.43254906],[0.99125844 0.00874159],"[8.7674867e-05 3.2524506e-04 7.7414536e-03 2.0891702e-01 4.8379302e-01
 2.3553646e-01 5.0780583e-02 1.0439967e-02 2.3785364e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4167_face0.jpg,White,White,Female,30-39,"[9.9711525e-01 2.2857346e-06 1.8626013e-04 2.1827773e-05 7.0112678e-06
 1.2234346e-05 2.6551217e-03]",[9.9907082e-01 1.1103019e-04 5.3223234e-04 2.8589292e-04],[0.1398329 0.860167 ],"[7.46945852e-06 5.15371685e-05 6.99531473e-03 2.31288865e-01
 3.32992494e-01 2.87502527e-01 1.18134946e-01 2.04728637e-02
 2.55398056e-03]"
